,breweryID,abv,ibu,beerID,beer_name,style,ounces,brewery_name,city,state
154,72,0.05,62.0,528,Grand Circus IPA,American IPA,12.0,Atwater Brewery,Detroit,MI
155,72,0.05,12.0,527,Atwater's Lager,Munich Helles Lager,12.0,Atwater Brewery,Detroit,MI
150,72,0.075,115.0,2503,Hop A-Peel,American Double / Imperial IPA,16.0,Atwater Brewery,Detroit,MI
90,73,0.057,,2501,Hopalicious,American Pale Ale (APA),12.0,Ale Asylum,Madison,WI
2242,74,0.065,,1040,Hobnob B & B Pale Ale,American Pale Ale (APA),12.0,Two Brothers Brewing Company,Warrenville,IL
2236,74,0.058,43.0,2246,Night Cat,American Dark Wheat Ale,12.0,Two Brothers Brewing Company,Warrenville,IL
2237,74,0.058,43.0,1630,Night Cat (2014),American Dark Wheat Ale,12.0,Two Brothers Brewing Company,Warrenville,IL
2241,74,0.045,,1041,Testudo,Bière de Garde,12.0,Two Brothers Brewing Company,Warrenville,IL
2240,74,0.077,23.0,1042,Atom Smasher,Märzen / Oktoberfest,12.0,Two Brothers Brewing Company,Warrenville,IL
2239,74,0.051,36.0,1121,Sidekick Extra Pale Ale,American Pale Ale (APA),12.0,Two Brothers Brewing Company,Warrenville,IL
2238,74,0.051,17.0,1284,Dog Days Lager,Dortmunder / Export Lager,12.0,Two Brothers Brewing Company,Warrenville,IL
2235,74,0.063,69.0,2497,Wobble,American IPA,16.0,Two Brothers Brewing Company,Warrenville,IL
2244,74,0.065,,642,Outlaw IPA (2015),American IPA,12.0,Two Brothers Brewing Company,Warrenville,IL
2243,74,0.07,68.0,861,Cane and Ebel,American Strong Ale,12.0,Two Brothers Brewing Company,Warrenville,IL
230,75,0.06,34.0,1261,Bent Paddle Black Ale,American Black Ale,12.0,Bent Paddle Brewing Company,Duluth,MN
229,75,0.062,68.0,1901,Bent Hop Golden IPA,American IPA,12.0,Bent Paddle Brewing Company,Duluth,MN
228,75,0.056,32.0,1902,14° ESB ,Extra Special / Strong Bitter (ESB),12.0,Bent Paddle Brewing Company,Duluth,MN
227,75,0.07200000000000001,87.0,2410,Harness the Winter,American IPA,12.0,Bent Paddle Brewing Company,Duluth,MN
226,75,0.06,,2496,Cold Press,American Black Ale,12.0,Bent Paddle Brewing Company,Duluth,MN
231,75,0.05,38.0,1253,Venture Pils,German Pilsener,12.0,Bent Paddle Brewing Company,Duluth,MN
221,76,0.07,,1988,Two Hearted,American IPA,16.0,Bell's Brewery,Kalamazoo,MI
220,76,0.058,,1989,Oberon,American Pale Wheat Ale,16.0,Bell's Brewery,Kalamazoo,MI
219,76,0.05,,2022,Winter White,Witbier,16.0,Bell's Brewery,Kalamazoo,MI
218,76,0.06,,2325,Smitten,Rye Beer,16.0,Bell's Brewery,Kalamazoo,MI
217,76,0.058,,2494,Oberon,American Pale Wheat Ale,12.0,Bell's Brewery,Kalamazoo,MI
222,76,0.058,,1955,Best Brown,American Brown Ale,16.0,Bell's Brewery,Kalamazoo,MI
318,77,,,2487,Spirit Animal,American Pale Ale (APA),12.0,Blue Owl Brewing,Austin,TX
317,77,,,2488,Van Dayum!,American Amber / Red Ale,12.0,Blue Owl Brewing,Austin,TX
316,77,,,2489,Little Boss,American Pale Wheat Ale,12.0,Blue Owl Brewing,Austin,TX
315,77,,,2490,Professor Black,American Stout,12.0,Blue Owl Brewing,Austin,TX
1968,78,0.047,35.0,2486,Baby Daddy Session IPA,American IPA,12.0,Speakasy Ales & Lagers,San Francisco,CA
284,79,0.048,16.0,2485,Saddle Bronc Brown Ale,American Brown Ale,12.0,Black Tooth Brewing Company,Sheridan,WY
285,79,0.046,20.0,2484,Bomber Mountain Amber Ale,American Amber / Red Ale,12.0,Black Tooth Brewing Company,Sheridan,WY
1079,80,0.039,20.0,2396,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
1077,80,0.039,20.0,2398,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
1092,80,0.058,60.0,1085,Rise-Up Red (2014),American Amber / Red Ale,16.0,Hopworks Urban Brewery,Portland,OR
1080,80,0.039,20.0,2395,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
1074,80,0.027000000000000003,21.0,2482,Totally Radler,Radler,16.0,Hopworks Urban Brewery,Portland,OR
1078,80,0.039,20.0,2397,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
1081,80,0.039,20.0,2394,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
1089,80,0.066,75.0,2199,Hopworks IPA,American IPA,16.0,Hopworks Urban Brewery,Portland,OR
1083,80,0.039,20.0,2392,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
1084,80,0.039,20.0,2391,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
1076,80,0.039,20.0,2399,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
1085,80,0.039,20.0,2390,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
1086,80,0.039,20.0,2389,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
1090,80,0.073,70.0,2193,Abominable Winter Ale,American Strong Ale,16.0,Hopworks Urban Brewery,Portland,OR
1093,80,0.073,70.0,916,Abominable Winter Ale (2012),American Strong Ale,16.0,Hopworks Urban Brewery,Portland,OR
1094,80,0.051,32.0,658,HUB Lager,Czech Pilsener,16.0,Hopworks Urban Brewery,Portland,OR
1095,80,0.066,75.0,653,Hopworks IPA (2012),American IPA,16.0,Hopworks Urban Brewery,Portland,OR
1091,80,0.06,60.0,1398,Pigwar White India Pale Ale,American White IPA,16.0,Hopworks Urban Brewery,Portland,OR
1088,80,0.058,35.0,2200,Survival Stout,American Stout,16.0,Hopworks Urban Brewery,Portland,OR
1073,80,0.068,,2483,Hard Cider,Cider,16.0,Hopworks Urban Brewery,Portland,OR
1082,80,0.039,20.0,2393,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
1087,80,0.058,60.0,2388,Rise Up Red,American Amber / Red Ale,16.0,Hopworks Urban Brewery,Portland,OR
1075,80,0.039,20.0,2400,Nonstop Hef Hop,American Pale Wheat Ale,16.0,Hopworks Urban Brewery,Portland,OR
754,81,0.052000000000000005,,2477,Lil' Brainless Raspberries,Fruit / Vegetable Beer,12.0,Epic Brewing,Denver,CO
755,81,0.052000000000000005,,2008,Element 29,American Pale Ale (APA),12.0,Epic Brewing,Denver,CO
756,81,0.05,,2004,Hop Syndrome,American Pale Lager,12.0,Epic Brewing,Denver,CO
757,81,0.062,,2003,Escape to Colorado,American IPA,12.0,Epic Brewing,Denver,CO
1449,82,0.052000000000000005,,1707,Snapshot,American Pale Wheat Ale,16.0,New Belgium Brewing Company,Fort Collins,CO
1444,82,0.065,70.0,2230,Ranger IPA,American IPA,12.0,New Belgium Brewing Company,Fort Collins,CO
1443,82,0.045,40.0,2475,Slow Ride,American IPA,12.0,New Belgium Brewing Company,Fort Collins,CO
1458,82,0.048,,72,Sunshine Wheat Beer (2009),American Pale Wheat Ale,12.0,New Belgium Brewing Company,Fort Collins,CO
1445,82,0.05,29.0,1987,Shift,American Pale Lager,12.0,New Belgium Brewing Company,Fort Collins,CO
1456,82,0.052000000000000005,18.0,563,Fat Tire Amber Ale,American Amber / Red Ale,16.0,New Belgium Brewing Company,Fort Collins,CO
1455,82,0.065,70.0,564,Ranger IPA,American IPA,16.0,New Belgium Brewing Company,Fort Collins,CO
1454,82,0.05,29.0,578,Shift,American Pale Lager,16.0,New Belgium Brewing Company,Fort Collins,CO
1453,82,0.052000000000000005,18.0,748,Fat Tire Amber Ale (2011),American Amber / Red Ale,12.0,New Belgium Brewing Company,Fort Collins,CO
1452,82,0.05,29.0,952,Shift (1),American Pale Lager,12.0,New Belgium Brewing Company,Fort Collins,CO
1451,82,0.052000000000000005,18.0,1586,Fat Tire Amber Ale,American Amber / Red Ale,12.0,New Belgium Brewing Company,Fort Collins,CO
1450,82,0.048,,1690,Sunshine Wheat Beer,American Pale Wheat Ale,12.0,New Belgium Brewing Company,Fort Collins,CO
1457,82,0.065,70.0,115,Ranger IPA (Current),American IPA,12.0,New Belgium Brewing Company,Fort Collins,CO
1446,82,0.056,21.0,1978,1554 Black Lager,Euro Dark Lager,12.0,New Belgium Brewing Company,Fort Collins,CO
1459,82,0.052000000000000005,18.0,71,Fat Tire Amber Ale (2008),American Amber / Red Ale,12.0,New Belgium Brewing Company,Fort Collins,CO
1448,82,0.055,,1737,California Route,American Amber / Red Lager,12.0,New Belgium Brewing Company,Fort Collins,CO
1447,82,0.048,,1975,Blue Paddle,Czech Pilsener,12.0,New Belgium Brewing Company,Fort Collins,CO
1852,83,0.056,37.0,400,Sierra Nevada Pale Ale,American Pale Ale (APA),12.0,Sierra Nevada Brewing Company,Chico,CA
1850,83,0.05,28.0,1295,Summerfest,Czech Pilsener,12.0,Sierra Nevada Brewing Company,Chico,CA
1849,83,0.048,26.0,1338,Old Chico Crystal Wheat,American Pale Wheat Ale,12.0,Sierra Nevada Brewing Company,Chico,CA
1848,83,0.056,37.0,1905,Sierra Nevada Pale Ale,American Pale Ale (APA),16.0,Sierra Nevada Brewing Company,Chico,CA
1847,83,0.06,,1918,CANfusion Rye Bock,Rye Beer,12.0,Sierra Nevada Brewing Company,Chico,CA
1846,83,0.06,,1919,Yonder Bock,Maibock / Helles Bock,12.0,Sierra Nevada Brewing Company,Chico,CA
1845,83,0.07200000000000001,65.0,2239,Torpedo,American IPA,12.0,Sierra Nevada Brewing Company,Chico,CA
1851,83,0.07200000000000001,65.0,426,Torpedo,American IPA,16.0,Sierra Nevada Brewing Company,Chico,CA
1844,83,0.052000000000000005,,2474,Nooner,German Pilsener,12.0,Sierra Nevada Brewing Company,Chico,CA
1170,84,,,60,Widow Maker Black Ale,American Brown Ale,12.0,Keweenaw Brewing Company,Houghton,MI
1167,84,,,2472,U. P. Witbier,Witbier,12.0,Keweenaw Brewing Company,Houghton,MI
1168,84,,,779,November Gale Pale Ale,American Pale Ale (APA),12.0,Keweenaw Brewing Company,Houghton,MI
1169,84,,,364,Olde Ore Dock Scottish Ale,Scottish Ale,12.0,Keweenaw Brewing Company,Houghton,MI
1173,84,,,57,Red Jacket Amber Ale,American Amber / Red Ale,12.0,Keweenaw Brewing Company,Houghton,MI
1172,84,,,58,Pick Axe Blonde Ale,American Blonde Ale,12.0,Keweenaw Brewing Company,Houghton,MI
1171,84,,,59,Lift Bridge Brown Ale,American Brown Ale,12.0,Keweenaw Brewing Company,Houghton,MI
387,85,0.053,,2468,Manitou Amber,American Amber / Red Ale,16.0,Brewery Terra Firma,Traverse City,MI
983,86,0.085,69.0,2044,Captain's Daughter,American Double / Imperial IPA,12.0,Grey Sail Brewing Company,Westerly,RI
982,86,0.058,,2461,Autumn Winds Fest Beer,Märzen / Oktoberfest,16.0,Grey Sail Brewing Company,Westerly,RI
1179,87,0.063,65.0,2460,India Pale Ale,American IPA,16.0,Kirkwood Station Brewing Company,Kirkwood,MO
1180,87,0.048,11.0,2459,Blackberry Wheat,American Pale Wheat Ale,16.0,Kirkwood Station Brewing Company,Kirkwood,MO
918,88,0.042,18.0,1829,312 Urban Wheat Ale,American Pale Wheat Ale,12.0,Goose Island Brewing Company,Chicago,IL
915,88,0.054000000000000006,30.0,2457,312 Urban Pale Ale,American Pale Ale (APA),16.0,Goose Island Brewing Company,Chicago,IL
919,88,0.042,20.0,581,312 Urban Wheat Ale (2012),American Pale Wheat Ale,12.0,Goose Island Brewing Company,Chicago,IL
916,88,0.054000000000000006,30.0,2202,312 Urban Pale Ale,American Pale Ale (APA),12.0,Goose Island Brewing Company,Chicago,IL
917,88,0.042,18.0,2201,312 Urban Wheat Ale,American Pale Wheat Ale,16.0,Goose Island Brewing Company,Chicago,IL
452,89,0.061,,2456,Broad Brook Ale,American Amber / Red Ale,16.0,Broad Brook Brewing LLC,East Windsor,CT
2162,90,0.045,,2455,Lionshead,American Pilsner,12.0,The Lion Brewery,Wilkes-Barre,PA
1249,91,0.069,70.0,1126,Psychopathy,American IPA,12.0,Madtree Brewing Company,Cincinnati,OH
1251,91,0.06,30.0,1124,Happy Amber,American Amber / Red Ale,12.0,Madtree Brewing Company,Cincinnati,OH
1247,91,0.047,11.0,1816,LIFT,Kölsch,12.0,Madtree Brewing Company,Cincinnati,OH
1246,91,0.079,18.0,1994,The Great Pumpcan,Fruit / Vegetable Beer,16.0,Madtree Brewing Company,Cincinnati,OH
1248,91,0.05,40.0,1815,SPRYE,American Pale Ale (APA),12.0,Madtree Brewing Company,Cincinnati,OH
1250,91,0.07,32.0,1125,Gnarly Brown,American Brown Ale,12.0,Madtree Brewing Company,Cincinnati,OH
1243,91,0.099,,2454,Galaxy High,American Double / Imperial IPA,12.0,Madtree Brewing Company,Cincinnati,OH
1244,91,0.043,18.0,2209,Sol Drifter,American Blonde Ale,12.0,Madtree Brewing Company,Cincinnati,OH
1245,91,0.085,,2133,Thunder Snow,Winter Warmer,12.0,Madtree Brewing Company,Cincinnati,OH
1129,92,0.05,,688,Firefly Amber Ale,American Amber / Red Ale,12.0,Jackie O's Pub & Brewery,Athens,OH
1128,92,0.07,,689,Mystic Mama IPA,American IPA,12.0,Jackie O's Pub & Brewery,Athens,OH
1127,92,0.065,,2363,Hop Ryot,American IPA,12.0,Jackie O's Pub & Brewery,Athens,OH
1126,92,0.055,,2453,Razz Wheat,Fruit / Vegetable Beer,12.0,Jackie O's Pub & Brewery,Athens,OH
1130,92,0.067,,687,Chomolungma Honey Nut Brown Ale,English Brown Ale,12.0,Jackie O's Pub & Brewery,Athens,OH
1734,93,0.07200000000000001,75.0,1852,Truth,American IPA,12.0,Rhinegeist Brewery,Cincinnati,OH
1728,93,0.057,42.0,2452,Hustle,American Amber / Red Ale,12.0,Rhinegeist Brewery,Cincinnati,OH
1729,93,0.055,42.0,2451,Pure Fury,American Pale Ale (APA),12.0,Rhinegeist Brewery,Cincinnati,OH
1730,93,0.06,60.0,2132,Dad,American Amber / Red Ale,12.0,Rhinegeist Brewery,Cincinnati,OH
1731,93,0.058,35.0,1993,Panther,American Porter,12.0,Rhinegeist Brewery,Cincinnati,OH
1732,93,0.052000000000000005,21.0,1992,Franz,Märzen / Oktoberfest,12.0,Rhinegeist Brewery,Cincinnati,OH
1735,93,0.048,25.0,1851,Cougar,American Blonde Ale,12.0,Rhinegeist Brewery,Cincinnati,OH
1733,93,0.043,45.0,1935,Zen,American Pale Ale (APA),12.0,Rhinegeist Brewery,Cincinnati,OH
2331,94,0.054000000000000006,20.0,2223,Ermal's,Cream Ale,16.0,Warped Wing Brewing Company,Dayton,OH
2332,94,0.07,,2222,10 Ton,Oatmeal Stout,16.0,Warped Wing Brewing Company,Dayton,OH
2333,94,0.07,,2221,Flyin' Rye,American IPA,16.0,Warped Wing Brewing Company,Dayton,OH
2330,94,0.052000000000000005,67.0,2450,Self Starter,American IPA,16.0,Warped Wing Brewing Company,Dayton,OH
286,95,0.073,,2449,Flying Sailor,Rye Beer,12.0,Blackrocks Brewery,Marquette,MA
564,96,0.054000000000000006,,2106,King Coconut,American Porter,12.0,Catawba Valley Brewing Company,Morganton,NC
563,96,0.058,,2446,Peanut Butter Jelly Time,American Brown Ale,12.0,Catawba Valley Brewing Company,Morganton,NC
2213,97,0.08199999999999999,,2445,Troegenator,Doppelbock,16.0,Tröegs Brewing Company,Hershey,PA
2214,97,0.075,93.0,2444,Nugget Nectar,American Amber / Red Ale,16.0,Tröegs Brewing Company,Hershey,PA
2215,97,0.045,45.0,2203,Sunshine Pils,American Pilsner,12.0,Tröegs Brewing Company,Hershey,PA
2216,97,0.08199999999999999,25.0,1510,Troegenator Doublebock,Doppelbock,16.0,Tröegs Brewing Company,Hershey,PA
2217,97,0.075,85.0,1509,Perpetual IPA,American IPA,12.0,Tröegs Brewing Company,Hershey,PA
1377,98,0.092,75.0,1459,Shipwrecked Double IPA,American Double / Imperial IPA,32.0,Mission Brewery,San Diego,CA
1376,98,0.048,44.0,1460,El Conquistador Extra Pale Ale,American Pale Ale (APA),32.0,Mission Brewery,San Diego,CA
1375,98,0.068,66.0,2441,Mission IPA,American IPA,32.0,Mission Brewery,San Diego,CA
1374,98,0.05,,2442,Cortez Gold,Belgian Pale Ale,32.0,Mission Brewery,San Diego,CA
594,99,0.08900000000000001,126.0,2440,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,12.0,Christian Moerlein Brewing Company,Cincinnati,OH
2334,100,0.09,,2439,Christmas Ale,Herbed / Spiced Beer,12.0,West Sixth Brewing,Lexington,KY
2336,100,0.055,,1069,West Sixth Amber Ale,American Amber / Red Ale,12.0,West Sixth Brewing,Lexington,KY
2337,100,,,652,West Sixth IPA,American IPA,12.0,West Sixth Brewing,Lexington,KY
2335,100,0.07,,2356,Pay It Forward Cocoa Porter,American Porter,12.0,West Sixth Brewing,Lexington,KY
638,101,0.052000000000000005,24.0,120,Hurricane Amber Ale,American Amber / Red Ale,12.0,Coastal Extreme Brewing Company,Newport,RI
637,101,0.052000000000000005,24.0,751,Hurricane Amber Ale (2004),American Amber / Red Ale,12.0,Coastal Extreme Brewing Company,Newport,RI
636,101,0.065,75.0,2437,Newport Storm IPA,American IPA,12.0,Coastal Extreme Brewing Company,Newport,RI
635,101,0.046,11.0,2438,Rhode Island Blueberry,Kölsch,12.0,Coastal Extreme Brewing Company,Newport,RI
1178,102,0.049,,1665,King Street Blonde Ale,American Blonde Ale,12.0,King Street Brewing Company,Anchorage,AK
1174,102,0.051,,2436,Amber Ale,American Amber / Red Ale,12.0,King Street Brewing Company,Anchorage,AK
1177,102,0.057,10.0,1666,King Street Hefeweizen,Hefeweizen,12.0,King Street Brewing Company,Anchorage,AK
1176,102,0.06,70.0,1667,King Street IPA,American IPA,12.0,King Street Brewing Company,Anchorage,AK
1175,102,0.055,,1706,King Street Pilsner,Czech Pilsener,12.0,King Street Brewing Company,Anchorage,AK
213,103,0.05,10.0,2435,Watermelon Ale,Fruit / Vegetable Beer,12.0,Beer Works Brewery,Lowell,MA
214,103,0.058,45.0,2423,Fenway American Pale Ale,American Pale Ale (APA),12.0,Beer Works Brewery,Lowell,MA
215,103,0.068,85.0,2420,Back Bay IPA,American IPA,12.0,Beer Works Brewery,Lowell,MA
216,103,0.048,16.0,2419,Bunker Hill Blueberry Ale ,Other,12.0,Beer Works Brewery,Lowell,MA
1212,104,0.057,40.0,2434,Peach Pale Ale,American Pale Ale (APA),12.0,Lone Tree Brewing Company,Lone Tree,CO
862,105,0.07,70.0,2424,Big Star White IPA,American White IPA,12.0,Four String Brewing Company,Columbus,OH
860,105,0.05,28.0,2427,Suncaster Summer Wheat,American Pale Wheat Ale,12.0,Four String Brewing Company,Columbus,OH
861,105,0.057,36.0,2425,Brass Knuckle Pale Ale,American Pale Ale (APA),12.0,Four String Brewing Company,Columbus,OH
859,105,0.06,,2428,Four String Vanilla Porter,American Porter,12.0,Four String Brewing Company,Columbus,OH
889,106,0.067,70.0,2426,Clean Shave IPA,American IPA,12.0,Glabrous Brewing Company,Pineland,ME
340,107,0.047,,1548,Slow & Steady Golden Ale,American Blonde Ale,12.0,Bonfire Brewing Company,Eagle,CO
341,107,0.068,,1517,Pink-I Raspberry IPA,American IPA,16.0,Bonfire Brewing Company,Eagle,CO
344,107,0.048,38.0,1360,Screaming Eagle Special Ale ESB,Extra Special / Strong Bitter (ESB),12.0,Bonfire Brewing Company,Eagle,CO
339,107,0.07,94.0,1549,Farmer Wirtz India Pale Ale,English India Pale Ale (IPA),16.0,Bonfire Brewing Company,Eagle,CO
343,107,0.047,,1421,Live Local Golden Ale,American Blonde Ale,12.0,Bonfire Brewing Company,Eagle,CO
342,107,0.047,,1500,Moe's Original Bar B Que 'Bama Brew Golden Ale,American Blonde Ale,12.0,Bonfire Brewing Company,Eagle,CO
336,107,0.075,22.0,1727,Kilt Dropper Scotch Ale,Scotch Ale / Wee Heavy,16.0,Bonfire Brewing Company,Eagle,CO
353,107,0.066,72.0,633,Firestarter India Pale Ale,American IPA,16.0,Bonfire Brewing Company,Eagle,CO
352,107,0.048,,798,Brush Creek Blonde,American Blonde Ale,16.0,Bonfire Brewing Company,Eagle,CO
351,107,0.048,,931,Wood Splitter Pilsner (2012),Czech Pilsener,12.0,Bonfire Brewing Company,Eagle,CO
335,107,0.066,72.0,2422,Firestarter India Pale Ale,American IPA,12.0,Bonfire Brewing Company,Eagle,CO
337,107,0.048,30.0,1614,Wood Splitter Pilsner,Czech Pilsener,16.0,Bonfire Brewing Company,Eagle,CO
350,107,0.058,,996,Demshitz Brown Ale,American Brown Ale,12.0,Bonfire Brewing Company,Eagle,CO
349,107,0.058,,997,Awry Rye Pale Ale,American Pale Ale (APA),12.0,Bonfire Brewing Company,Eagle,CO
348,107,0.061,,998,Tent Pole Vanilla Porter,American Porter,16.0,Bonfire Brewing Company,Eagle,CO
347,107,0.064,,1023,Mistress Winter Wheat,Winter Warmer,12.0,Bonfire Brewing Company,Eagle,CO
346,107,0.053,45.0,1183,Kindler Pale Ale,American Pale Ale (APA),12.0,Bonfire Brewing Company,Eagle,CO
345,107,0.049,,1184,Dirtbag Dunkel,Munich Dunkel Lager,16.0,Bonfire Brewing Company,Eagle,CO
338,107,0.056,26.0,1613,Gyptoberfest,Märzen / Oktoberfest,12.0,Bonfire Brewing Company,Eagle,CO
2173,108,0.051,11.0,2421,Watermelon Ale,Fruit / Vegetable Beer,12.0,Thomas Hooker Brewing Company,Bloomfield,CT
2393,109,0.065,82.0,2417,4000 Footer IPA,American IPA,12.0,"Woodstock Inn, Station & Brewery",North Woodstock,NH
2394,109,0.028,15.0,2306,Summer Brew,American Pilsner,12.0,"Woodstock Inn, Station & Brewery",North Woodstock,NH
1710,110,0.05,25.0,1005,5:00 O'Clock Afternoon Ale,American Blonde Ale,16.0,Renegade Brewing Company,Denver,CO
1711,110,0.07,100.0,636,Ryeteous Rye IPA (2012),American IPA,16.0,Renegade Brewing Company,Denver,CO
1708,110,0.07,100.0,1176,Redacted Rye IPA,American IPA,16.0,Renegade Brewing Company,Denver,CO
1707,110,0.09,60.0,1581,Hammer & Sickle,Russian Imperial Stout,12.0,Renegade Brewing Company,Denver,CO
1706,110,0.05,40.0,2414,Consilium,American Pale Ale (APA),12.0,Renegade Brewing Company,Denver,CO
1709,110,0.099,100.0,1006,Elevation Triple India Pale Ale,American Double / Imperial IPA,12.0,Renegade Brewing Company,Denver,CO
1404,111,0.052000000000000005,21.0,2413,Cali Creamin',Cream Ale,12.0,Mother Earth Brew Company,Vista,CA
279,112,0.058,44.0,1896,Aftermath Pale Ale,American Pale Ale (APA),12.0,Black Market Brewing Company,Temecula,CA
276,112,0.045,16.0,2412,Deception,American Blonde Ale,12.0,Black Market Brewing Company,Temecula,CA
277,112,0.075,35.0,1898,Blackmarket Rye IPA,American IPA,12.0,Black Market Brewing Company,Temecula,CA
278,112,0.05,8.0,1897,Black Market Hefeweizen,Hefeweizen,12.0,Black Market Brewing Company,Temecula,CA
2311,113,0.052000000000000005,,2411,Nitro Can Coffee Stout,American Stout,12.0,Vault Brewing Company,Yardley,PA
1131,114,0.069,,2408,Welcome to Scoville,American IPA,12.0,Jailbreak Brewing Company,Laurel,MD
1913,115,0.062,33.0,2405,Alter Ego ,Saison / Farmhouse Ale,12.0,Smartmouth Brewing Company,Norfolk,VA
1911,115,0.07,88.0,2407,Rule G IPA,American IPA,12.0,Smartmouth Brewing Company,Norfolk,VA
1912,115,0.058,35.0,2406,Murphy's Law,American Amber / Red Ale,12.0,Smartmouth Brewing Company,Norfolk,VA
196,116,0.068,62.0,2189,In-Tents India Pale Lager,American Pale Lager,12.0,Base Camp Brewing Co.,Portland,OR
195,116,0.067,60.0,2323,Ultra Gnar Gnar IPA,American IPA,12.0,Base Camp Brewing Co.,Portland,OR
198,116,0.051,45.0,2187,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,12.0,Base Camp Brewing Co.,Portland,OR
197,116,0.05,20.0,2188,Lost Meridian Wit,Witbier,12.0,Base Camp Brewing Co.,Portland,OR
194,116,0.049,22.0,2404,Hop in the ‘Pool Helles,American Pilsner,12.0,Base Camp Brewing Co.,Portland,OR
86,117,0.053,36.0,2402,Klickitat Pale Ale,American Pale Ale (APA),12.0,Alameda Brewing,Portland,OR
85,117,0.04,20.0,2403,P-Town Pilsner,American Pilsner,12.0,Alameda Brewing,Portland,OR
87,117,0.08199999999999999,103.0,2401,Yellow Wolf Imperial IPA,American Double / Imperial IPA,12.0,Alameda Brewing,Portland,OR
1962,118,0.099,100.0,853,PRO-AM (2012) (2012),American Double / Imperial IPA,12.0,Southern Star Brewing Company,Conroe,TX
1965,118,0.083,50.0,46,Buried Hatchet Stout,Foreign / Export Stout,12.0,Southern Star Brewing Company,Conroe,TX
1960,118,0.07200000000000001,40.0,1010,Old Potentate,Old Ale,12.0,Southern Star Brewing Company,Conroe,TX
1957,118,0.085,110.0,1728,Red Cockaded Ale,American Double / Imperial IPA,12.0,Southern Star Brewing Company,Conroe,TX
1958,118,0.092,100.0,1497,Valkyrie Double IPA,American Double / Imperial IPA,12.0,Southern Star Brewing Company,Conroe,TX
1961,118,0.05,20.0,856,Bombshell Blonde,American Blonde Ale,16.0,Southern Star Brewing Company,Conroe,TX
1966,118,0.065,45.0,45,Pine Belt Pale Ale,American Pale Ale (APA),16.0,Southern Star Brewing Company,Conroe,TX
1967,118,0.05,20.0,44,Bombshell Blonde,American Blonde Ale,12.0,Southern Star Brewing Company,Conroe,TX
1959,118,0.085,110.0,1011,Red Cockaded Ale (2013),American Double / Imperial IPA,12.0,Southern Star Brewing Company,Conroe,TX
1954,118,0.065,45.0,2387,Pine Belt Pale Ale,American Pale Ale (APA),12.0,Southern Star Brewing Company,Conroe,TX
1963,118,0.055,,691,Walloon (2014),Saison / Farmhouse Ale,12.0,Southern Star Brewing Company,Conroe,TX
1956,118,0.069,23.0,1740,Le Mort Vivant,Bière de Garde,12.0,Southern Star Brewing Company,Conroe,TX
1955,118,0.055,,2267,Walloon,Saison / Farmhouse Ale,12.0,Southern Star Brewing Company,Conroe,TX
1964,118,0.069,23.0,555,Le Mort Vivant (2011),Bière de Garde,12.0,Southern Star Brewing Company,Conroe,TX
1992,119,0.057,25.0,91,Steam Engine Lager,American Amber / Red Lager,12.0,Steamworks Brewing Company,Durango,CO
1993,119,0.065,65.0,90,Third Eye Pale Ale,American IPA,12.0,Steamworks Brewing Company,Durango,CO
1991,119,0.049,17.0,92,Colorado Kölsch,Kölsch,12.0,Steamworks Brewing Company,Durango,CO
1990,119,0.065,65.0,2386,Third Eye Enlightened Pale Ale,American Pale Ale (APA),12.0,Steamworks Brewing Company,Durango,CO
1098,120,0.06,,2383,Oktoberfest,Märzen / Oktoberfest,16.0,Horny Goat Brew Pub,Milwaukee,WI
1096,120,0.056,,2385,Watermelon Wheat,American Pale Wheat Ale,12.0,Horny Goat Brew Pub,Milwaukee,WI
1097,120,0.051,17.0,2384,Laka Laka Pineapple,Hefeweizen,12.0,Horny Goat Brew Pub,Milwaukee,WI
593,121,0.052000000000000005,,2354,Lighthouse Amber,Altbier,16.0,Cheboygan Brewing Company,Cheboygan,MI
592,121,0.057,10.0,2379,Blood Orange Honey,Fruit / Vegetable Beer,16.0,Cheboygan Brewing Company,Cheboygan,MI
591,121,0.057,58.0,2380,IPA #11,American IPA,16.0,Cheboygan Brewing Company,Cheboygan,MI
